Class,First Deployment Date,Platform Agent Type,Relative Depth,data_agent_recovery,data_agent_rt,data_product_list,deploy_date,depth_port_max,depth_port_min,depth_subsite,id,instrument_agent_rt,instrument_class,instrument_model,instrument_model1,instrument_series,instrument_subseries,latitude,longitude,makemodel,ready_for_2013
CTDGV,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,Sea surface to 1000m,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,1000,0,,GA05MOAS-GL002-04-CTDGVM999,FALSE,CTDGV,CTDGVM,CTDGV,M,01,,,GPCTD,
FLORD,2013-08,Shore CyberPoP - Open Ocean Glider Dock Server,~240m below sea surface to 3900m,TRUE,TRUE,"[""CHLAFLO_L0"", ""CHLAFLO_L1"", ""FLUBSCT_L0"", ""FLUBSCT_L1""]",2013-08-05 00:00:00,3900,240,4250,GP02HYPM-WF002-01-FLORDL999,FALSE,FLORD,FLORDL,FLORD,L,01,50.1969,-144.7131,FLBBRTD,
CTDAV,,Shore CyberPoP - AUV Server ,Sea surface to <= 600m,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,600,0,,CP05MOAS-AV001-03-CTDAVN999,FALSE,CTDAV,CTDAVN,CTDAV,N,01,,,,
VEL3D,2014-08,Shore CyberPoP - Regional Observatory Management System,,FALSE,FALSE,"[""VELPTTU_L0"", ""VELPTTU_L1""]",2020-01-01 00:00:00,,,2597,RS03AXVM-DP03A-02-VEL3DA303,TRUE,VEL3D,VEL3DA,VEL3D,A,01,46.06701,-129.60316,,
SPKIR,2013-09,InSitu CyberPoP - Surface Mooring Platform Controller,5m below sea surface,TRUE,FALSE,"[""OPTATTS_L2"", ""SPECTIR_L0"", ""SPECTIR_L1""]",2013-11-22 00:00:00,5,5,210,CP01CNSM-RI003-04-SPKIRB999,TRUE,SPKIR,SPKIRB,SPKIR,B,01,40.03333333,-70.79166667,OCR507 ICSW,
METBK,2014-06,Shore CyberPoP - Global Mooring Server,~3m above sea surface,TRUE,FALSE,"[""BARPRES_L0"", ""BARPRES_L1"", ""CONDSRF_L0"", ""CONDSRF_L1"", ""FRSHFLX_L2"", ""HEATFLX_L2"", ""LATNFLX_L2"", ""LONGIRR_L0"", ""LONGIRR_L1"", ""MOMMFLX_L2"", ""NETLIRR_L2"", ""NETSIRR_L2"", ""PRECIPM_L0"", ""PRECIPM_L1"", ""RAINFLX_L2"", ""RAINRTE_L2"", ""RELHUMI_L0"", ""RELHUMI_L1"", ""SALSURF_L2"", ""SENSFLX_L2"", ""SHRTIRR_L0"", ""SHRTIRR_L1"", ""SPECHUM_L2"", ""SPHUM2M_L2"", ""TEMPA2M_L2"", ""TEMPAIR_L0"", ""TEMPAIR_L1"", ""TEMPSRF_L0"", ""TEMPSRF_L1"", ""WIND10M_L2"", ""WINDAVG_L0"", ""WINDAVG_L1""]",2020-01-01 00:00:00,-3,-3,2800,GI01SUMO-SB001-02-METBKA999,TRUE,METBK,METBKA,METBK,A,01,60.6136,-38.2581,ASIMET,
CTDMO,2014-06,Shore CyberPoP - Open Ocean Glider Dock Server,500m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,500,500,2800,GI03FLMB-RI001-14-CTDMOG999,FALSE,CTDMO,CTDMOG,CTDMO,G,01,60.4582,-38.0755,SBE 37IM,
OBSBK,2013-08,Shore CyberPoP - Regional Observatory Management System,Bottom,FALSE,FALSE,,2013-07-16 00:00:00,1516,1516,1518,RS03ECAL-MJ03E-05-OBSBKA301,TRUE,OBSBK,OBSBKA,OBSBK,A,01,45.94801,-129.98053,CMG-1T/5T,
SPKIR,2014-05,InSitu CyberPoP - Surface Mooring Platform Controller,5m below sea surface,TRUE,FALSE,"[""OPTATTS_L2"", ""SPECTIR_L0"", ""SPECTIR_L1""]",2020-01-01 00:00:00,5,5,80,CE07SHSM-RI003-04-SPKIRB999,TRUE,SPKIR,SPKIRB,SPKIR,B,01,47,-124.27,OCR507 ICSW,
DOSTA,2014-08,Shore CyberPoP - Regional Observatory Management System,Bottom,FALSE,FALSE,"[""DOCONCS_L0"", ""DOCONCS_L2""]",2020-01-01 00:00:00,2906,2906,2906,RS01SBVM-LJ01A-06-DOSTAD101,TRUE,DOSTA,DOSTAD,DOSTA,D,01,44.55404,-125.35235,Optode 4831,
CTDMO,2015-01,Shore CyberPoP - Global Mooring Server,1500m below sea surface,TRUE,FALSE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,1500,1500,5200,GA01SUMO-RI003-14-CTDMOR999,TRUE,CTDMO,CTDMOR,CTDMO,R,01,-42.9906,-42.5104,SBE 37IM,
OPTAA,2014-08,Shore CyberPoP - Regional Observatory Management System,Bottom,FALSE,FALSE,"[""OPTABSN_L2"", ""OPTATTN_L2"", ""OPTCREF_L0"", ""OPTCSIG_L0"", ""OPTTEMP_L0""]",2020-01-01 00:00:00,2906,2906,2906,RS01SBVM-LJ01A-07-OPTAAC103,TRUE,OPTAA,OPTAAC,OPTAA,C,01,44.55404,-125.35235,AC-S Deep,
CAMDS,2013-08,Shore CyberPoP - Regional Observatory Management System,2m above bottom,FALSE,FALSE,"[""CAMSTIL_L1""]",2013-08-01 00:00:00,498,498,500,CE04OSBP-LJ01C-12-CAMDSB106,TRUE,CAMDS,CAMDSB,CAMDS,B,01,44.65,-124.9,Kongsberg (Make/Model TBD),Maybe
DOSTA,2014-08,Shore CyberPoP - Regional Observatory Management System,,FALSE,FALSE,"[""DOCONCS_L0"", ""DOCONCS_L2""]",2020-01-01 00:00:00,,,2597,RS03AXVM-DP03A-06-DOSTAD304,TRUE,DOSTA,DOSTAD,DOSTA,D,01,46.06701,-129.60316,Optode 4831,
PCO2W,2014-08,Shore CyberPoP - Regional Observatory Management System,Near sea surface to 200,FALSE,FALSE,"[""CO2ABS1_L0"", ""CO2ABS2_L0"", ""CO2THRM_L0"", ""PCO2WAT_L1""]",2020-01-01 00:00:00,200,0,2597,RS03AXVM-SF03A-05-PCO2WA301,TRUE,PCO2W,PCO2WA,PCO2W,A,01,46.06701,-129.60316,SAMI-pCO2,
ZPLSC,2014-09,Shore CyberPoP - Coastal Mooring Server,"Mounted 2m above bottom, uplooking",TRUE,FALSE,"[""SONBSCA_L0"", ""SONBSCA_L1""]",2020-01-01 00:00:00,89.5,89.5,130,CP03ISSM-MF005-05-ZPLSCC999,TRUE,ZPLSC,ZPLSCC,ZPLSC,C,01,40.16666667,-70.79166667,,Maybe
CTDPF,2014-09,Shore CyberPoP - Coastal Mooring Server,Sea surface to 2m above bottom,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,91.5,0,130,CP03ISSP-SP001-08-CTDPF0999,FALSE,CTDPF,CTDPF0,CTDPF,0,01,40.16666667,-70.79166667,,
DOSTA,2014-06,Shore CyberPoP - Open Ocean Glider Dock Server,Sea surface to 1000m,TRUE,TRUE,"[""DOCONCS_L0"", ""DOCONCS_L2""]",2020-01-01 00:00:00,1000,0,,GI05MOAS-GL002-02-DOSTAM999,FALSE,DOSTA,DOSTAM,DOSTA,M,01,,,Optode 4831,
CTDMO,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,30m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,30,30,5200,GA03FLMA-RI001-06-CTDMOG999,FALSE,CTDMO,CTDMOG,CTDMO,G,01,-42.5073,-42.8905,SBE 37IM,
FLORT,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,40m below sea surface,TRUE,TRUE,"[""CDOMFLO_L0"", ""CDOMFLO_L1"", ""CHLAFLO_L0"", ""CHLAFLO_L1"", ""FLUBSCT_L0"", ""FLUBSCT_L1""]",2020-01-01 00:00:00,40,40,4800,GS03FLMA-RI001-01-FLORTD999,FALSE,FLORT,FLORTD,FLORT,D,01,-54.0814,-89.6652,ECO Triplet-w,
DOSTA,2014-06,Shore CyberPoP - Open Ocean Glider Dock Server,~240m below sea surface to 2400m,TRUE,TRUE,"[""DOCONCS_L0"", ""DOCONCS_L2""]",2020-01-01 00:00:00,2400,240,2800,GI02HYPM-WF002-03-DOSTAL999,FALSE,DOSTA,DOSTAL,DOSTA,L,01,60.5732,-38.2581,Optode 4330,
CTDMO,2014-06,Shore CyberPoP - Global Mooring Server,180m below sea surface,TRUE,FALSE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,180,180,2800,GI01SUMO-RI003-08-CTDMOQ999,TRUE,CTDMO,CTDMOQ,CTDMO,Q,01,60.6136,-38.2581,SBE 37IM,
ZPLSC,2014-05,InSitu CyberPoP - Surface Mooring Platform Controller,"Mounted 2m above bottom, uplooking",TRUE,FALSE,"[""SONBSCA_L0"", ""SONBSCA_L1""]",2020-01-01 00:00:00,78,78,80,CE07SHSM-MF005-03-ZPLSCC999,TRUE,ZPLSC,ZPLSCC,ZPLSC,C,01,47,-124.27,,Maybe
NUTNR,,Shore CyberPoP - AUV Server ,Sea surface to <= 600m,TRUE,TRUE,"[""NITROPT_L1""]",2020-01-01 00:00:00,600,0,,CP05MOAS-AV001-04-NUTNRN999,FALSE,NUTNR,NUTNRN,NUTNR,N,01,,,SUNA,
NUTNR,2014-07,Shore CyberPoP - Coastal Mooring Server,Sea surface to 2m above bottom,TRUE,TRUE,"[""NITROPT_L1""]",2020-01-01 00:00:00,78,0,80,CE02SHSP-SP001-05-NUTNR0999,FALSE,NUTNR,NUTNR0,NUTNR,0,01,44.64,-124.3,,
PARAD,,,Sea surface to near seafloor or <= 1000m,TRUE,TRUE,"[""OPTPARW_L0"", ""OPTPARW_L1""]",2013-11-22 00:00:00,1000,0,,CP05MOAS-GL004-05-PARADM999,FALSE,PARAD,PARADM,PARAD,M,01,,,QSP-2155,
CTDMO,2013-08,Shore CyberPoP - Open Ocean Glider Dock Server,1500m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,1500,1500,4250,GP03FLMB-RI001-17-CTDMOH999,FALSE,CTDMO,CTDMOH,CTDMO,H,01,50.125,-144.2097,SBE 37IM,
FLORT,2013-09,Shore CyberPoP - Coastal Mooring Server,15m below sea surface to near bottom,TRUE,TRUE,"[""CDOMFLO_L0"", ""CDOMFLO_L1"", ""CHLAFLO_L0"", ""CHLAFLO_L1"", ""FLUBSCT_L0"", ""FLUBSCT_L1""]",2013-11-22 00:00:00,91.5,15,130,CP02PMUI-WF001-04-FLORTK999,FALSE,FLORT,FLORTK,FLORT,K,01,40.11666667,-70.68333333,ECO Triplet,
CTDPF,2014-08,Shore CyberPoP - Regional Observatory Management System,Near bottom to 150,FALSE,FALSE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,2650,150,2597,RS03AXVM-DP03A-01-CTDPFL304,TRUE,CTDPF,CTDPFL,CTDPF,L,01,46.06701,-129.60316,SBE 52MP,
VELPT,2013-10,Shore CyberPoP - Coastal Mooring Server,1m below sea surface,TRUE,TRUE,"[""VELPTMN_L1""]",2013-10-25 00:00:00,1,1,25,CE01ISSM-SB001-01-VELPTA999,FALSE,VELPT,VELPTA,VELPT,A,01,44.65,-124.1,Aquadopp 300m,
FLORD,2014-08,Shore CyberPoP - Regional Observatory Management System,200 below sea surface,FALSE,FALSE,"[""CHLAFLO_L0"", ""CHLAFLO_L1"", ""FLUBSCT_L0"", ""FLUBSCT_L1""]",2020-01-01 00:00:00,200,200,2597,RS03AXVM-PC03A-10-FLORDD303,TRUE,FLORD,FLORDD,FLORD,D,01,46.06701,-129.60316,ECO Triplet-w,
OBSBB,2013-08,Shore CyberPoP - Regional Observatory Management System,,FALSE,FALSE,"[""GRNDACC_L1"", ""GRNDVEL_L1""]",2013-07-16 00:00:00,,,1584,RS03CCAL-MJ03F-06-OBSBBA302,TRUE,OBSBB,OBSBBA,OBSBB,A,01,45.97618,-130.02011,CMG-1T/5T,
VEL3D,2013-10,Shore CyberPoP - Coastal Mooring Server,2m above the bottom,TRUE,TRUE,"[""VELPTTU_L0"", ""VELPTTU_L1""]",2013-10-25 00:00:00,23,23,25,CE01ISSM-MF005-03-VEL3DD999,FALSE,VEL3D,VEL3DD,VEL3D,D,01,44.65,-124.1,VECTOR,
CTDPF,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,Sea Surface to 150m,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,150,0,5200,GA02HYPM-SP001-04-CTDPF0999,FALSE,CTDPF,CTDPF0,CTDPF,0,01,-42.9222,-42.5104,,
PHSEN,2014-06,Shore CyberPoP - Global Mooring Server,20m below sea surface,TRUE,FALSE,"[""ABSTHRM_L0"", ""PH434SI_L0"", ""PH578SI_L0"", ""PHWATER_L1""]",2020-01-01 00:00:00,20,20,2800,GI01SUMO-RI003-01-PHSENE999,TRUE,PHSEN,PHSENE,PHSEN,E,01,60.6136,-38.2581,SAMI-pH,No
CTDMO,2014-06,Shore CyberPoP - Open Ocean Glider Dock Server,40m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,40,40,2800,GI03FLMA-RI001-07-CTDMOG999,FALSE,CTDMO,CTDMOG,CTDMO,G,01,60.4582,-38.4407,SBE 37IM,
CTDPF,2013-08,Shore CyberPoP - Open Ocean Glider Dock Server,~240m below sea surface to 3900m,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2013-08-05 00:00:00,3900,240,4250,GP02HYPM-WF004-04-CTDPFL999,FALSE,CTDPF,CTDPFL,CTDPF,L,01,50.1969,-144.7131,SBE 52MP,
DOSTA,2014-08,Shore CyberPoP - Regional Observatory Management System,Near bottom to 175m below surface,FALSE,FALSE,"[""DOCONCS_L0"", ""DOCONCS_L2""]",2020-01-01 00:00:00,577,175,500,CE04OSHY-DP01B-06-DOSTAD105,TRUE,DOSTA,DOSTAD,DOSTA,D,01,44.65,-124.9,Optode 4831,
FLORT,2013-10,Shore CyberPoP - Coastal Glider Dock Server,Sea surface to near seafloor or <= 1000m,TRUE,TRUE,"[""CDOMFLO_L0"", ""CDOMFLO_L1"", ""CHLAFLO_L0"", ""CHLAFLO_L1"", ""FLUBSCT_L0"", ""FLUBSCT_L1""]",2013-10-25 00:00:00,1000,0,,CE05MOAS-GL002-02-FLORTM999,FALSE,FLORT,FLORTM,FLORT,M,01,,,ECO Puck,
CTDMO,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,350m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,350,350,4800,GS03FLMB-RI001-13-CTDMOG999,FALSE,CTDMO,CTDMOG,CTDMO,G,01,-54.0814,-88.894,SBE 37IM,
DOFST,2014-05,Shore CyberPoP - Coastal Mooring Server,Sea surface to 2m above bottom,TRUE,TRUE,"[""DOCONCF_L2""]",2020-01-01 00:00:00,23,0,25,CE06ISSP-SP001-02-DOFST0999,FALSE,DOFST,DOFST0,DOFST,0,01,47,-124.162,,
CTDMO,2014-06,Shore CyberPoP - Global Mooring Server,40m below sea surface,TRUE,FALSE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,40,40,2800,GI01SUMO-RI003-04-CTDMOQ999,TRUE,CTDMO,CTDMOQ,CTDMO,Q,01,60.6136,-38.2581,SBE 37IM,
PARAD,2013-10,Shore CyberPoP - Coastal Glider Dock Server,Sea surface to near seafloor or <= 1000m,TRUE,TRUE,"[""OPTPARW_L0"", ""OPTPARW_L1""]",2013-10-25 00:00:00,1000,0,,CE05MOAS-GL005-01-PARADM999,FALSE,PARAD,PARADM,PARAD,M,01,,,QSP-2155,
OPTAA,2014-05,Shore CyberPoP - Coastal Mooring Server,Sea surface to 2m above bottom,TRUE,TRUE,"[""OPTABSN_L2"", ""OPTATTN_L2"", ""OPTCREF_L0"", ""OPTCSIG_L0"", ""OPTTEMP_L0""]",2020-01-01 00:00:00,23,0,25,CE01ISSP-SP001-04-OPTAA0999,FALSE,OPTAA,OPTAA0,OPTAA,0,01,44.65,-124.1,,
PHSEN,2013-09,InSitu CyberPoP - Surface Mooring Platform Controller,5m below sea surface,TRUE,FALSE,"[""ABSTHRM_L0"", ""PH434SI_L0"", ""PH578SI_L0"", ""PHWATER_L1""]",2013-11-22 00:00:00,5,5,210,CP01CNSM-RI003-03-PHSEND999,TRUE,PHSEN,PHSEND,PHSEN,D,01,40.03333333,-70.79166667,SAMI-pH,
SPKIR,2014-09,InSitu CyberPoP - Surface Mooring Platform Controller,5m below sea surface,TRUE,FALSE,"[""OPTATTS_L2"", ""SPECTIR_L0"", ""SPECTIR_L1""]",2020-01-01 00:00:00,5,5,520,CP04OSSM-RI002-03-SPKIRB999,TRUE,SPKIR,SPKIRB,SPKIR,B,01,39.91666667,-70.79166667,OCR507 ICSW,
FLORT,2013-10,Shore CyberPoP - Coastal Glider Dock Server,Sea surface to near seafloor or <= 1000m,TRUE,TRUE,"[""CDOMFLO_L0"", ""CDOMFLO_L1"", ""CHLAFLO_L0"", ""CHLAFLO_L1"", ""FLUBSCT_L0"", ""FLUBSCT_L1""]",2013-10-25 00:00:00,1000,0,,CE05MOAS-GL004-02-FLORTM999,FALSE,FLORT,FLORTM,FLORT,M,01,,,ECO Puck,
ADCPT,2014,Shore CyberPoP - Regional Observatory Management System,"Mounted 2m above bottom, uplooking",FALSE,FALSE,"[""ECHOINT_L0"", ""ECHOINT_L1"", ""VELPROF_L0"", ""VELPROF_L1"", ""WAVSTAT_L0"", ""WAVSTAT_L2""]",2020-01-01 00:00:00,78,78,80,CE02SHBP-LJ01D-05-ADCPTB104,TRUE,ADCPT,ADCPTB,ADCPT,B,01,44.64,-124.3,WorkHorse Monitor 300khz,
PCO2W,2014-09,Shore CyberPoP - Coastal Mooring Server,Sea surface to 2m above bottom,TRUE,TRUE,"[""CO2ABS1_L0"", ""CO2ABS2_L0"", ""CO2THRM_L0"", ""PCO2WAT_L1""]",2020-01-01 00:00:00,91.5,0,130,CP03ISSP-SP001-04-PCO2W0999,FALSE,PCO2W,PCO2W0,PCO2W,0,01,40.16666667,-70.79166667,,
CTDGV,,,Sea surface to near seafloor or <= 1000m,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2013-11-22 00:00:00,1000,0,,CP05MOAS-GL006-03-CTDGVM999,FALSE,CTDGV,CTDGVM,CTDGV,M,01,,,GPCTD,
DOSTA,2014-06,Shore CyberPoP - Open Ocean Glider Dock Server,40m below sea surface,TRUE,TRUE,"[""DOCONCS_L0"", ""DOCONCS_L2""]",2020-01-01 00:00:00,40,40,2800,GI03FLMB-RI001-03-DOSTAD999,FALSE,DOSTA,DOSTAD,DOSTA,D,01,60.4582,-38.0755,Optode 4831,
PRESF,2014-05,Shore CyberPoP - Coastal Mooring Server,2m above bottom,TRUE,TRUE,"[""SFLPRES_L1""]",2020-01-01 00:00:00,23,23,25,CE06ISSM-MF005-04-PRESFA999,FALSE,PRESF,PRESFA,PRESF,A,01,47,-124.162,SBE 26plus,
CTDBP,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,5m below sea surface,TRUE,FALSE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,5,5,500,CE04OSSM-RI002-05-CTDBPC999,TRUE,CTDBP,CTDBPC,CTDBP,C,01,44.65,-124.9,SBE 16plusV2,
ADCPA,,Shore CyberPoP - AUV Server,Sea surface to <= 600m,TRUE,TRUE,"[""ECHOINT_L0"", ""ECHOINT_L1"", ""VELPROF_L0"", ""VELPROF_L1""]",2020-01-01 00:00:00,600,0,,CP05MOAS-AV003-05-ADCPAN999,FALSE,ADCPA,ADCPAN,ADCPA,N,01,,,,
FLORD,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,Sea surface to 1000m,TRUE,TRUE,"[""CHLAFLO_L0"", ""CHLAFLO_L1"", ""FLUBSCT_L0"", ""FLUBSCT_L1""]",2020-01-01 00:00:00,1000,0,,GS05MOAS-GL003-01-FLORDM999,FALSE,FLORD,FLORDM,FLORD,M,01,,,ECO Triplet,
CTDMO,2014-06,Shore CyberPoP - Global Mooring Server,130m below sea surface,TRUE,FALSE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,130,130,2800,GI01SUMO-RI003-07-CTDMOQ999,TRUE,CTDMO,CTDMOQ,CTDMO,Q,01,60.6136,-38.2581,SBE 37IM,
CTDMO,2015-01,Shore CyberPoP - Global Mooring Server,130m below sea surface,TRUE,FALSE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,130,130,5200,GA01SUMO-RI003-07-CTDMOQ999,TRUE,CTDMO,CTDMOQ,CTDMO,Q,01,-42.9906,-42.5104,SBE 37IM,
PHSEN,2014-06,Shore CyberPoP - Open Ocean Glider Dock Server,40m below sea surface,TRUE,TRUE,"[""ABSTHRM_L0"", ""PH434SI_L0"", ""PH578SI_L0"", ""PHWATER_L1""]",2020-01-01 00:00:00,40,40,2800,GI03FLMA-RI001-02-PHSENF999,FALSE,PHSEN,PHSENF,PHSEN,F,01,60.4582,-38.4407,SAMI-pH,
ADCPS,2015-01,Shore CyberPoP - Global Mooring Server,"Mounted at 500m, uplooking",TRUE,FALSE,"[""ECHOINT_L0"", ""ECHOINT_L1"", ""VELPROF_L0"", ""VELPROF_L1""]",2020-01-01 00:00:00,500,500,4800,GS01SUMO-RI002-03-ADCPSN999,TRUE,ADCPS,ADCPSN,ADCPS,N,01,-54.4704,-89.2796,WorkHorse LongRanger Sentinel 75khz,
NUTNR,2013-09,InSitu CyberPoP - Surface Mooring Platform Controller,5m below sea surface,TRUE,FALSE,"[""NITROPT_L1""]",2013-11-22 00:00:00,5,5,210,CP01CNSM-RI003-01-NUTNRB999,TRUE,NUTNR,NUTNRB,NUTNR,B,01,40.03333333,-70.79166667,ISUS,
FLORT,2014,Shore CyberPoP - Coastal Mooring Server,Sea surface to 2m above bottom,TRUE,TRUE,"[""CDOMFLO_L0"", ""CDOMFLO_L1"", ""CHLAFLO_L0"", ""CHLAFLO_L1"", ""FLUBSCT_L0"", ""FLUBSCT_L1""]",2020-01-01 00:00:00,78,0,80,CE07SHSP-SP001-07-FLORT0999,FALSE,FLORT,FLORT0,FLORT,0,01,47,-124.27,,
METBK,2015-01,Shore CyberPoP - Global Mooring Server,~3m above sea surface,TRUE,FALSE,"[""BARPRES_L0"", ""BARPRES_L1"", ""CONDSRF_L0"", ""CONDSRF_L1"", ""FRSHFLX_L2"", ""HEATFLX_L2"", ""LATNFLX_L2"", ""LONGIRR_L0"", ""LONGIRR_L1"", ""MOMMFLX_L2"", ""NETLIRR_L2"", ""NETSIRR_L2"", ""PRECIPM_L0"", ""PRECIPM_L1"", ""RAINFLX_L2"", ""RAINRTE_L2"", ""RELHUMI_L0"", ""RELHUMI_L1"", ""SALSURF_L2"", ""SENSFLX_L2"", ""SHRTIRR_L0"", ""SHRTIRR_L1"", ""SPECHUM_L2"", ""SPHUM2M_L2"", ""TEMPA2M_L2"", ""TEMPAIR_L0"", ""TEMPAIR_L1"", ""TEMPSRF_L0"", ""TEMPSRF_L1"", ""WIND10M_L2"", ""WINDAVG_L0"", ""WINDAVG_L1""]",2020-01-01 00:00:00,-3,-3,4800,GS01SUMO-SB001-01-METBKA999,TRUE,METBK,METBKA,METBK,A,01,-54.4704,-89.2796,ASIMET,
PHSEN,2015-01,Shore CyberPoP - Global Mooring Server,20m below sea surface,TRUE,FALSE,"[""ABSTHRM_L0"", ""PH434SI_L0"", ""PH578SI_L0"", ""PHWATER_L1""]",2020-01-01 00:00:00,20,20,4800,GS01SUMO-RI003-01-PHSENE999,TRUE,PHSEN,PHSENE,PHSEN,E,01,-54.4704,-89.2796,SAMI-pH,No
CTDMO,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,180m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,180,180,5200,GA03FLMA-RI001-11-CTDMOG999,FALSE,CTDMO,CTDMOG,CTDMO,G,01,-42.5073,-42.8905,SBE 37IM,
OBSSP,2013-08,Shore CyberPoP - Regional Observatory Management System,,FALSE,FALSE,"[""SGRDVEL_L1""]",2013-07-16 00:00:00,,,1552,RS03ASHS-MJ03B-08-OBSSPA303,TRUE,OBSSP,OBSSPA,OBSSP,A,01,45.93619,-130.01417,Guralp (Make/Model TBD),
